FRAEX38873_v2_000000300.1	XP_022859959.1	89.1	723	70	3	1	714	1	723	0.0	1269
FRAEX38873_v2_000000310.1	XP_022859939.1	86.5	319	42	1	1	318	1	319	1.64e-186	516
FRAEX38873_v2_000000320.1	XP_022859928.1	93.2	920	63	0	1	920	1	920	0.0	1639
FRAEX38873_v2_000000330.1	XP_022896046.1	87.0	471	60	1	3	473	25	494	6.43e-313	850
FRAEX38873_v2_000000340.1	XP_022853452.1	88.7	335	38	0	1	335	1	335	5.96e-218	597
FRAEX38873_v2_000000350.1	XP_022896037.1	54.9	264	81	1	22	247	61	324	1.68e-96	288
FRAEX38873_v2_000000360.1	XP_022860106.1	89.8	304	30	1	8	310	119	422	2.57e-203	563
FRAEX38873_v2_000000370.1	XP_022853448.1	88.6	412	33	2	1	398	1	412	2.06e-268	731
FRAEX38873_v2_000000380.1	XP_022872099.1	79.9	204	40	1	1	204	1	203	5.07e-112	319
FRAEX38873_v2_000000390.1	XP_022897527.1	46.9	128	54	5	96	219	10	127	1.26e-17	77.4
FRAEX38873_v2_000000400.1	XP_022877824.1	64.4	309	34	1	11	243	76	384	6.53e-109	349
FRAEX38873_v2_000000410.1	XP_022845624.1	83.1	350	58	1	1	350	5	353	8.53e-214	588
FRAEX38873_v2_000000420.1	XP_022854375.1	88.9	450	26	1	1	426	1	450	1.07e-281	781
FRAEX38873_v2_000000430.1	XP_022848302.1	96.6	805	27	0	1	805	1	805	0.0	1060
FRAEX38873_v2_000000440.1	XP_022848304.1	95.4	505	23	0	1	505	1	505	0.0	922
FRAEX38873_v2_000000450.1	XP_022849291.1	87.0	162	21	0	5	166	310	471	1.26e-92	279
FRAEX38873_v2_000000460.1	XP_022848306.1	80.6	320	51	2	1	309	1	320	1.16e-140	400
FRAEX38873_v2_000000470.1	XP_022848307.1	91.9	358	29	0	1	358	1	358	1.98e-223	613
FRAEX38873_v2_000000480.1	XP_022848308.1	89.7	300	25	1	68	361	51	350	5.95e-192	533
FRAEX38873_v2_000000490.1	XP_022860951.1	96.3	80	3	0	1	80	1	80	8.85e-50	160
FRAEX38873_v2_000000500.1	XP_022897656.1	85.3	546	77	2	17	559	123	668	0.0	896
FRAEX38873_v2_000000510.1	XP_022896458.1	88.2	144	16	1	16	158	34	177	1.32e-85	249
FRAEX38873_v2_000000520.1	XP_022866105.1	88.2	526	61	1	5	530	1	525	3.61e-314	857
FRAEX38873_v2_000000530.1	XP_022872527.1	80.3	66	13	0	1	66	406	471	7.86e-30	110
FRAEX38873_v2_000000540.1	XP_022896456.1	97.2	354	10	0	1	354	1	354	3.01e-248	676
FRAEX38873_v2_000000550.1	XP_022896457.1	76.1	113	24	2	1	111	1	112	1.62e-46	145
FRAEX38873_v2_000000560.1	XP_022896455.1	99.3	148	1	0	1	148	1	148	2.90e-110	310
FRAEX38873_v2_000000570.1	XP_022872520.1	73.7	247	58	3	1	247	1	240	3.64e-104	302
FRAEX38873_v2_000000580.1	XP_022897366.1	91.2	375	32	1	1	375	1	374	4.14e-254	692
FRAEX38873_v2_000000590.1	XP_022896453.1	92.2	384	29	1	1	384	1	383	6.53e-267	725
FRAEX38873_v2_000000600.1	XP_022896454.1	99.3	145	1	0	1	145	1	145	1.44e-99	282
FRAEX38873_v2_000000610.1	XP_022866071.1	87.4	406	51	0	1	406	54	459	1.07e-278	759
FRAEX38873_v2_000000630.1	XP_022897650.1	88.0	266	30	1	1	266	1	264	2.47e-159	443
FRAEX38873_v2_000000640.1	XP_022896452.1	98.0	197	4	0	1	197	1	197	3.13e-143	397
FRAEX38873_v2_000000650.1	XP_022896451.1	92.6	1024	75	1	1	1023	1	1024	0.0	1903
FRAEX38873_v2_000000660.1	XP_022896449.1	77.6	134	30	0	1	134	1	134	9.16e-69	204
FRAEX38873_v2_000000670.1	XP_022888728.1	90.8	152	13	1	1	152	1	151	1.03e-89	258
FRAEX38873_v2_000000680.1	XP_022897362.1	87.3	496	36	1	1	469	7	502	0.0	872
FRAEX38873_v2_000000690.1	XP_022896435.1	87.9	447	26	2	1	419	8	454	7.53e-281	766
FRAEX38873_v2_000000700.1	XP_022869410.1	79.7	74	15	0	25	98	21	94	1.28e-33	122
FRAEX38873_v2_000000720.1	XP_022857472.1	93.4	346	22	1	36	381	84	428	2.89e-229	633
FRAEX38873_v2_000000730.1	XP_022857472.1	91.6	419	33	2	1	418	1	418	1.21e-257	706
FRAEX38873_v2_000000740.1	XP_022857469.1	90.9	187	17	0	1	187	1	187	5.25e-132	368
FRAEX38873_v2_000000760.1	XP_022870726.1	65.0	346	115	3	316	655	65	410	2.07e-154	452
FRAEX38873_v2_000000770.1	XP_022857251.1	96.8	403	13	0	1	403	1	403	1.68e-272	741
FRAEX38873_v2_000000780.1	XP_022857250.1	89.5	287	29	1	1	287	1	286	1.70e-179	496
FRAEX38873_v2_000000790.1	XP_022896388.1	92.5	267	20	0	89	355	47	313	2.81e-179	499
FRAEX38873_v2_000000800.1	XP_022897416.1	37.0	54	34	0	20	73	117	170	7.40e-04	37.4
FRAEX38873_v2_000000810.1	XP_022852980.1	90.6	64	6	0	1	64	1	64	5.72e-39	126
FRAEX38873_v2_000000820.1	XP_022864387.1	33.9	62	41	0	20	81	1	62	2.14e-06	43.9
FRAEX38873_v2_000000830.1	XP_022896391.1	93.8	161	10	0	1	161	1	161	2.69e-104	296
FRAEX38873_v2_000000850.1	XP_022896390.1	85.1	222	33	0	1	222	1	222	3.27e-118	336
FRAEX38873_v2_000000860.1	XP_022853943.1	96.7	274	9	0	1	274	1	274	2.01e-199	545
FRAEX38873_v2_000000870.1	XP_022853939.1	97.2	634	18	0	1	634	1	634	0.0	1065
FRAEX38873_v2_000000880.1	XP_022853319.1	84.2	120	18	1	1	119	1	120	3.14e-63	194
FRAEX38873_v2_000000890.1	XP_022853322.1	91.3	160	14	0	1	160	1	160	2.86e-109	310
FRAEX38873_v2_000000900.1	XP_022841512.1	94.3	229	13	0	1	229	1	229	1.02e-157	436
FRAEX38873_v2_000000910.1	XP_022894222.1	87.3	252	31	1	5	255	86	337	1.77e-150	423
FRAEX38873_v2_000000920.1	XP_022894220.1	96.7	269	9	0	1	269	1	269	3.65e-179	494
FRAEX38873_v2_000000930.1	XP_022861460.1	73.9	368	20	2	2	293	1	368	2.03e-172	484
FRAEX38873_v2_000000940.1	XP_022861454.1	74.9	219	43	2	1	213	1	213	3.17e-97	282
FRAEX38873_v2_000000950.1	XP_022894223.1	92.9	494	35	0	19	512	1	494	0.0	937
FRAEX38873_v2_000000960.1	XP_022894224.1	93.4	470	31	0	7	476	2	471	6.75e-317	859
FRAEX38873_v2_000000970.1	XP_022865762.1	72.3	274	66	5	150	422	7	271	1.22e-128	375
FRAEX38873_v2_000000980.1	XP_022894229.1	98.0	204	4	0	1	204	1	204	1.66e-145	403
FRAEX38873_v2_000000990.1	XP_022895143.1	81.4	469	85	1	1	467	1	469	1.10e-278	762
FRAEX38873_v2_000001000.1	XP_022895143.1	72.0	471	113	2	1	453	1	470	4.32e-242	669
FRAEX38873_v2_000001010.1	XP_022895139.1	91.9	136	11	0	1	136	1	136	1.41e-86	249
FRAEX38873_v2_000001020.1	XP_022880451.1	92.9	140	10	0	1	140	1	140	3.79e-63	190
FRAEX38873_v2_000001030.1	XP_022881785.1	81.5	292	37	1	1	275	1	292	4.26e-169	469
FRAEX38873_v2_000001040.1	XP_022875124.1	87.7	212	24	1	1	212	1	210	4.54e-142	395
FRAEX38873_v2_000001050.1	XP_022853558.1	87.5	329	41	0	1	329	1	329	1.50e-167	476
FRAEX38873_v2_000001060.1	XP_022853560.1	89.4	360	38	0	1	360	1	360	8.19e-111	330
FRAEX38873_v2_000001070.1	XP_022846957.1	80.4	260	9	2	1	218	1	260	2.32e-139	390
FRAEX38873_v2_000001080.1	XP_022849504.1	84.5	296	46	0	1	296	1	296	3.06e-185	511
FRAEX38873_v2_000001090.1	XP_022853569.1	97.5	400	10	0	126	525	1	400	3.45e-294	801
FRAEX38873_v2_000001100.1	XP_022846794.1	95.1	286	14	0	44	329	42	327	1.21e-202	558
FRAEX38873_v2_000001110.1	XP_022865802.1	92.8	111	8	0	1	111	2	112	2.53e-60	197
FRAEX38873_v2_000001120.1	XP_022865810.1	68.5	251	45	6	1	219	1	249	1.20e-103	304
FRAEX38873_v2_000001130.1	XP_022853578.1	92.2	64	5	0	1	64	419	482	2.48e-28	105
FRAEX38873_v2_000001140.1	XP_022853576.1	95.2	271	13	0	1	271	1	271	6.58e-183	503
FRAEX38873_v2_000001150.1	XP_022853582.1	95.3	235	9	1	132	364	1	235	2.63e-40	157
FRAEX38873_v2_000001160.1	XP_022853584.1	94.7	226	12	0	1	226	1	226	2.42e-158	437
FRAEX38873_v2_000001170.1	XP_022853586.1	97.2	1381	38	0	1	1381	1	1381	0.0	2659
FRAEX38873_v2_000001180.1	XP_022892610.1	83.3	48	8	0	32	79	11	58	1.30e-25	90.1
FRAEX38873_v2_000001190.1	XP_022856924.1	89.2	250	26	1	1	249	1	250	1.08e-169	471
FRAEX38873_v2_000001210.1	XP_022882683.1	83.2	683	88	2	1	665	65	738	0.0	1172
FRAEX38873_v2_000001220.1	XP_022856925.1	96.5	425	15	0	1	425	108	532	1.87e-300	818
FRAEX38873_v2_000001230.1	XP_022873918.1	93.2	263	17	1	1	263	1	262	7.04e-137	386
FRAEX38873_v2_000001250.1	XP_022856941.1	60.0	145	16	1	1	103	1	145	3.76e-60	182
FRAEX38873_v2_000001260.1	XP_022873923.1	94.0	316	19	0	1	316	1	316	9.93e-237	643
FRAEX38873_v2_000001270.1	XP_022856943.1	86.7	460	40	4	6	446	40	497	6.04e-259	720
FRAEX38873_v2_000001280.1	XP_022873919.1	98.4	316	5	0	1	316	1	316	4.39e-199	548
FRAEX38873_v2_000001290.1	XP_022873932.1	79.5	376	56	3	9	365	1	374	5.83e-203	563
FRAEX38873_v2_000001300.1	XP_022873915.1	93.2	483	25	2	1	479	1	479	0.0	890
FRAEX38873_v2_000001310.1	XP_022873921.1	92.6	474	35	0	1	474	1	474	0.0	876
FRAEX38873_v2_000001320.1	XP_022873916.1	88.0	209	24	1	35	242	424	632	9.57e-124	365
FRAEX38873_v2_000001330.1	XP_022873917.1	94.9	513	26	0	107	619	1	513	0.0	979
FRAEX38873_v2_000001340.1	XP_022861759.1	56.5	329	139	2	2	326	5	333	3.64e-63	204
FRAEX38873_v2_000001350.1	XP_022873922.1	94.0	796	48	0	1	796	1	796	0.0	1539
FRAEX38873_v2_000001360.1	XP_022861757.1	93.8	772	48	0	1	772	1	772	0.0	1488
FRAEX38873_v2_000001370.1	XP_022873909.1	84.3	140	22	0	1	140	1	140	1.07e-69	206
FRAEX38873_v2_000001380.1	XP_022859479.1	90.6	392	17	2	1	374	1	390	1.27e-243	666
FRAEX38873_v2_000001390.1	XP_022859486.1	92.3	143	11	0	16	158	1	143	4.77e-92	264
FRAEX38873_v2_000001400.1	XP_022859476.1	94.3	299	17	0	1	299	1	299	6.88e-199	546
FRAEX38873_v2_000001410.1	XP_022859474.1	85.6	229	31	1	1	227	1	229	5.19e-136	384
FRAEX38873_v2_000001420.1	XP_022884869.1	90.7	911	76	2	1	910	1	903	0.0	1615
FRAEX38873_v2_000001430.1	XP_022844013.1	91.1	101	9	0	4	104	42	142	1.67e-54	186
FRAEX38873_v2_000001440.1	XP_022896648.1	94.4	462	25	1	1	461	1	462	5.22e-303	829
FRAEX38873_v2_000001450.1	XP_022893092.1	56.8	308	41	4	38	256	96	400	1.56e-100	299
FRAEX38873_v2_000001460.1	XP_022862688.1	87.4	151	19	0	1	151	214	364	5.34e-91	269
FRAEX38873_v2_000001470.1	XP_022873144.1	80.5	169	29	1	1	165	1	169	1.81e-93	272
FRAEX38873_v2_000001480.1	XP_022872493.1	94.6	204	10	1	1	204	1	203	6.97e-136	379
FRAEX38873_v2_000001500.1	XP_022876728.1	55.1	69	28	2	5	70	16	84	2.95e-19	74.3
FRAEX38873_v2_000001510.1	XP_022888272.1	76.6	273	32	3	1	259	1	255	7.46e-117	336
FRAEX38873_v2_000001520.1	XP_022894368.1	90.8	727	62	2	1	726	1	723	0.0	1320
FRAEX38873_v2_000001530.1	XP_022894372.1	87.7	422	52	0	1	422	1	422	3.48e-233	643
FRAEX38873_v2_000001550.1	XP_022860988.1	51.1	448	194	3	31	476	18	442	3.19e-135	401
FRAEX38873_v2_000001560.1	XP_022882786.1	86.8	152	20	0	1	152	1	152	1.28e-85	248
FRAEX38873_v2_000001570.1	XP_022895968.1	98.1	269	5	0	1	269	41	309	4.87e-194	533
FRAEX38873_v2_000001580.1	XP_022869186.1	81.5	27	5	0	83	109	1	27	4.24e-08	48.5
FRAEX38873_v2_000001600.1	XP_022891225.1	83.6	623	94	2	1	617	1	621	0.0	908
FRAEX38873_v2_000001610.1	XP_022886443.1	86.8	197	24	1	1	197	1	195	2.42e-123	347
FRAEX38873_v2_000001620.1	XP_022883868.1	78.1	260	18	1	18	238	67	326	1.01e-142	402
FRAEX38873_v2_000001630.1	XP_022893598.1	92.4	119	9	0	1	119	1	119	4.92e-77	231
FRAEX38873_v2_000001650.1	XP_022849300.1	90.8	87	8	0	1	87	1	87	6.22e-47	145
FRAEX38873_v2_000001660.1	XP_022864898.1	98.4	451	7	0	8	458	1	451	0.0	927
FRAEX38873_v2_000001670.1	XP_022862051.1	95.7	537	23	0	1	537	1	537	0.0	999
FRAEX38873_v2_000001680.1	XP_022862050.1	74.1	1496	209	5	1	1461	1	1352	0.0	1680
FRAEX38873_v2_000001690.1	XP_022862057.1	94.6	296	16	0	1	296	1	296	1.52e-195	538
FRAEX38873_v2_000001700.1	XP_022845066.1	82.8	343	56	1	1	340	2	344	1.18e-193	536
FRAEX38873_v2_000001710.1	XP_022851125.1	89.9	356	33	1	29	381	1	356	2.64e-222	611
FRAEX38873_v2_000001730.1	XP_022852385.1	93.2	502	34	0	1	502	1	502	0.0	940
FRAEX38873_v2_000001740.1	XP_022884117.1	84.6	376	55	1	1	376	1	373	7.97e-236	646
FRAEX38873_v2_000001750.1	XP_022884119.1	96.1	465	18	0	1	465	1	465	0.0	876
FRAEX38873_v2_000001760.1	XP_022872303.1	49.5	103	50	1	11	113	9	109	7.06e-32	109
FRAEX38873_v2_000001780.1	XP_022872710.1	88.9	315	32	1	1	315	1	312	1.02e-185	515
FRAEX38873_v2_000001800.1	XP_022893655.1	95.6	182	8	0	3	184	3	184	3.06e-126	353
FRAEX38873_v2_000001810.1	XP_022893654.1	89.4	160	16	1	1	159	1	160	4.26e-99	282
FRAEX38873_v2_000001820.1	XP_022863439.1	81.7	175	11	1	1	154	86	260	8.80e-90	264
FRAEX38873_v2_000001830.1	XP_022874493.1	77.0	317	66	3	13	329	4	313	2.66e-161	453
FRAEX38873_v2_000001840.1	XP_022879049.1	48.2	255	41	4	10	175	60	312	2.42e-48	161
FRAEX38873_v2_000001850.1	XP_022886317.1	95.0	261	13	0	1	261	172	432	2.15e-182	508
FRAEX38873_v2_000001860.1	XP_022858364.1	98.5	133	2	0	1	133	194	326	1.82e-90	265
FRAEX38873_v2_000001870.1	XP_022858366.1	84.3	452	59	3	1	449	1	443	5.14e-277	756
FRAEX38873_v2_000001880.1	XP_022844353.1	89.5	152	16	0	4	155	66	217	1.91e-86	252
FRAEX38873_v2_000001890.1	XP_022891164.1	87.3	150	19	0	1	150	188	337	6.80e-83	247
FRAEX38873_v2_000001900.1	XP_022856484.1	91.6	628	48	2	1	624	1	627	0.0	1036
FRAEX38873_v2_000001910.1	XP_022856483.1	97.5	159	4	0	1	159	1	159	6.40e-112	315
FRAEX38873_v2_000001920.1	XP_022876324.1	39.7	317	184	4	10	320	14	329	3.26e-74	233
FRAEX38873_v2_000001930.1	XP_022898198.1	91.8	650	46	2	27	669	1	650	0.0	1153
FRAEX38873_v2_000001940.1	XP_022898197.1	95.8	238	10	0	18	255	32	269	2.20e-168	472
FRAEX38873_v2_000001950.1	XP_022898192.1	83.6	1760	268	3	1	1743	1	1756	0.0	2538
FRAEX38873_v2_000001960.1	XP_022895752.1	84.9	747	100	5	1	742	1	739	0.0	1201
FRAEX38873_v2_000001970.1	XP_022895750.1	95.4	239	11	0	1	239	1	239	1.05e-159	442
FRAEX38873_v2_000001980.1	XP_022895748.1	88.1	335	39	1	1	335	1	334	7.95e-209	574
FRAEX38873_v2_000001990.1	XP_022857362.1	61.1	357	27	3	1	322	1	280	2.44e-133	386
FRAEX38873_v2_000002000.1	XP_022895746.1	82.8	795	113	3	1	773	1	793	0.0	1141
FRAEX38873_v2_000002010.1	XP_022897189.1	31.2	157	102	3	84	236	3	157	8.49e-17	75.5
FRAEX38873_v2_000002020.1	XP_022895743.1	84.4	109	15	2	20	126	1	109	1.15e-52	163
FRAEX38873_v2_000002030.1	XP_022895556.1	85.8	183	21	2	1	180	1	181	2.29e-99	285
FRAEX38873_v2_000002040.1	XP_022857398.1	84.0	499	58	2	1	499	1	477	3.91e-301	821
FRAEX38873_v2_000002050.1	XP_022895545.1	76.2	740	152	4	14	749	1	720	0.0	983
FRAEX38873_v2_000002070.1	XP_022857388.1	75.5	204	26	3	32	230	83	267	3.92e-97	287
FRAEX38873_v2_000002080.1	XP_022893508.1	53.3	105	49	0	11	115	12	116	7.88e-33	111
FRAEX38873_v2_000002090.1	XP_022850895.1	91.8	182	15	0	1	182	602	783	1.19e-116	348
FRAEX38873_v2_000002100.1	XP_022850895.1	88.0	526	53	3	2	525	23	540	0.0	919
FRAEX38873_v2_000002110.1	XP_022844257.1	89.4	141	15	0	1	141	1	141	1.20e-96	275
FRAEX38873_v2_000002120.1	XP_022842764.1	87.9	248	26	2	1	248	6	249	9.38e-155	431
FRAEX38873_v2_000002130.1	XP_022842763.1	88.8	894	70	2	1	864	1	894	0.0	1497
FRAEX38873_v2_000002140.1	XP_022899169.1	93.0	128	9	0	1	128	1	128	2.25e-84	243
FRAEX38873_v2_000002150.1	XP_022889410.1	86.7	405	54	0	1	405	1	405	6.30e-258	704
FRAEX38873_v2_000002160.1	XP_022887882.1	71.4	245	50	5	1	237	1	233	5.67e-113	326
FRAEX38873_v2_000002170.1	XP_022842393.1	86.6	112	14	1	1	111	187	298	2.30e-67	205
FRAEX38873_v2_000002180.1	XP_022841830.1	77.0	677	111	3	1	634	12	686	0.0	1026
FRAEX38873_v2_000002190.1	XP_022841831.1	86.1	490	61	1	423	912	33	515	6.23e-292	827
FRAEX38873_v2_000002200.1	XP_022866139.1	91.9	322	26	0	1	322	1	322	4.96e-221	621
FRAEX38873_v2_000002210.1	XP_022866139.1	91.1	292	25	1	1	291	468	759	7.16e-192	545
FRAEX38873_v2_000002220.1	XP_022866147.1	96.7	210	7	0	1	210	1	210	3.51e-130	365
FRAEX38873_v2_000002230.1	XP_022865531.1	82.1	117	8	1	1	104	174	290	2.81e-55	183
FRAEX38873_v2_000002250.1	XP_022862647.1	83.4	529	37	3	1	483	1	524	6.29e-314	854
FRAEX38873_v2_000002260.1	XP_022862612.1	96.0	249	10	0	1	249	1	249	3.51e-167	462
FRAEX38873_v2_000002270.1	XP_022862583.1	92.1	467	35	1	1	467	1	465	2.13e-296	807
FRAEX38873_v2_000002280.1	XP_022862644.1	91.7	303	25	0	1	303	1	303	2.50e-187	517
FRAEX38873_v2_000002290.1	XP_022878225.1	91.9	99	8	0	54	152	1	99	4.27e-59	179
FRAEX38873_v2_000002310.1	XP_022867904.1	95.9	483	20	0	1	483	1	483	0.0	930
FRAEX38873_v2_000002320.1	XP_022864940.1	89.9	228	23	0	1	228	1	228	1.82e-154	428
FRAEX38873_v2_000002330.1	XP_022869768.1	91.8	317	25	1	1	317	1	316	7.40e-208	575
FRAEX38873_v2_000002340.1	XP_022894627.1	91.4	197	17	0	1	197	1	197	1.60e-131	367
FRAEX38873_v2_000002350.1	XP_022898770.1	82.5	599	57	3	1	552	13	610	0.0	945
FRAEX38873_v2_000002360.1	XP_022873073.1	88.1	387	46	0	1	387	77	463	5.12e-257	704
FRAEX38873_v2_000002370.1	XP_022843856.1	96.5	226	8	0	1	226	1	226	1.60e-157	451
FRAEX38873_v2_000002380.1	XP_022888560.1	97.9	434	9	0	1	434	1	434	1.67e-306	830
FRAEX38873_v2_000002390.1	XP_022870146.1	88.3	418	49	0	1	418	1	418	1.76e-289	788
FRAEX38873_v2_000002400.1	XP_022846979.1	92.1	240	15	1	1	240	1	236	5.17e-127	359
FRAEX38873_v2_000002410.1	XP_022846980.1	95.2	356	17	0	1	356	1	356	6.50e-244	665
FRAEX38873_v2_000002450.1	XP_022879764.1	75.5	196	38	2	1	186	1	196	7.09e-70	215
FRAEX38873_v2_000002460.1	XP_022885796.1	95.3	360	17	0	1	360	1	360	2.22e-253	689
FRAEX38873_v2_000002470.1	XP_022885795.1	96.3	783	29	0	1	783	1	783	0.0	1449
FRAEX38873_v2_000002480.1	XP_022891025.1	90.7	345	26	3	1	344	1	340	8.44e-233	635
FRAEX38873_v2_000002490.1	XP_022858828.1	85.7	888	125	2	1	887	1	887	0.0	1395
FRAEX38873_v2_000002500.1	XP_022883181.1	92.6	475	32	2	1	472	272	746	0.0	917
FRAEX38873_v2_000002510.1	XP_022882786.1	94.1	152	9	0	1	152	1	152	3.88e-96	274
FRAEX38873_v2_000002530.1	XP_022883180.1	80.8	1834	185	8	76	1897	83	1760	0.0	2237
FRAEX38873_v2_000002540.1	XP_022882785.1	80.4	352	26	1	1	309	1	352	9.05e-198	546
FRAEX38873_v2_000002570.1	XP_022850351.1	92.9	549	34	2	1	549	1	544	0.0	910
FRAEX38873_v2_000002580.1	XP_022849910.1	82.9	211	36	0	1	211	1	211	1.69e-121	345
FRAEX38873_v2_000002590.1	XP_022856980.1	94.6	652	35	0	36	687	46	697	0.0	1141
FRAEX38873_v2_000002600.1	XP_022856979.1	85.0	468	70	0	1	468	1	468	1.17e-283	775
FRAEX38873_v2_000002610.1	XP_022856998.1	87.6	97	12	0	1	97	1	97	2.21e-60	179
FRAEX38873_v2_000002620.1	XP_022883980.1	50.9	4212	998	41	1	4131	1	3225	0.0	3029
FRAEX38873_v2_000002630.1	XP_022849811.1	43.8	73	31	2	7	74	5	72	1.80e-09	50.1
FRAEX38873_v2_000002640.1	XP_022891043.1	88.1	452	54	0	1	452	1	452	1.05e-293	799
FRAEX38873_v2_000002650.1	XP_022899654.1	93.3	179	10	1	1	179	136	312	1.84e-107	310
FRAEX38873_v2_000002660.1	XP_022863985.1	93.2	559	15	1	1	536	1	559	0.0	1040
FRAEX38873_v2_000002670.1	XP_022863993.1	92.5	266	20	0	1	266	1	266	5.92e-163	466
FRAEX38873_v2_000002680.1	XP_022898859.1	78.2	372	43	3	1	372	1	334	1.02e-198	550
FRAEX38873_v2_000002690.1	XP_022899499.1	93.5	124	8	0	1	124	1	124	7.06e-81	233
FRAEX38873_v2_000002700.1	XP_022898861.1	91.6	370	30	1	1	369	1	370	7.20e-263	717
FRAEX38873_v2_000002710.1	XP_022898862.1	79.1	86	18	0	1	86	1	86	3.48e-39	125
FRAEX38873_v2_000002720.1	XP_022863046.1	98.7	619	7	1	1	619	1	618	0.0	1192
FRAEX38873_v2_000002730.1	XP_022863008.1	94.3	174	10	0	1	174	1	174	5.99e-118	331
FRAEX38873_v2_000002740.1	XP_022851519.1	92.3	208	16	0	1	208	1	208	2.43e-135	379
FRAEX38873_v2_000002750.1	XP_022851517.1	73.9	487	82	3	1	443	132	617	1.24e-248	691
FRAEX38873_v2_000002760.1	XP_022898496.1	85.2	636	52	3	1	597	1	633	0.0	1040
FRAEX38873_v2_000002770.1	XP_022854308.1	94.4	390	20	1	1	388	1	390	2.23e-279	757
FRAEX38873_v2_000002780.1	XP_022887564.1	91.9	37	3	0	56	92	160	196	7.18e-16	71.6
FRAEX38873_v2_000002790.1	XP_022871304.1	85.6	188	24	2	1	185	1	188	1.41e-107	313
FRAEX38873_v2_000002800.1	XP_022880043.1	93.8	272	17	0	1	272	32	303	7.29e-193	530
FRAEX38873_v2_000002810.1	XP_022869407.1	95.2	229	8	1	2	227	294	522	3.44e-148	425
FRAEX38873_v2_000002820.1	XP_022862234.1	38.8	423	230	11	3	410	4	412	3.17e-93	287
FRAEX38873_v2_000002830.1	XP_022862234.1	89.7	416	43	0	3	418	2	417	8.59e-287	778
FRAEX38873_v2_000002840.1	XP_022882400.1	92.3	273	17	1	1	269	1	273	1.87e-166	462
FRAEX38873_v2_000002850.1	XP_022863391.1	91.7	339	27	1	1	338	1	339	2.17e-220	604
FRAEX38873_v2_000002870.1	XP_022850156.1	89.5	449	46	1	1	448	1	449	2.37e-291	793
FRAEX38873_v2_000002880.1	XP_022859711.1	82.6	814	127	7	10	819	144	946	0.0	1032
